Open_time,Open,High,Low,Close,Volume,QV,NOT,TBB,TBQ,Volatility,target
2021-05-13 19:45:00,1.8898,1.8898,1.8757,1.8786,3004018.14,5647690.067165,6644,1349738.13,2537665.1786740003,-0.5926553074399342,0
2021-05-13 19:50:00,1.8785,1.8803,1.8681,1.8751,3187321.24,5973494.939264,6719,1445625.26,2709639.904187,-0.18099547511312586,0
2021-05-13 19:55:00,1.8755,1.8852,1.864,1.8654,2806254.43,5251690.075355,6214,1285941.74,2406949.991889,-0.5385230605171953,0
2021-05-13 20:00:00,1.8649,1.8846,1.8484,1.8564,5441140.11,10135518.454721,12326,2421290.38,4512427.181093,-0.4557885141294414,1
2021-05-13 20:05:00,1.857,1.8769999999999998,1.8541,1.8631,3678199.68,6864123.863359,9372,1804175.84,3366339.181957,0.3284868066774364,0
2021-05-13 20:10:00,1.8631,1.88,1.8626,1.879,2328424.82,4363197.716459,6984,1240675.29,2324664.525626,0.8534163490955947,2
2021-05-13 20:15:00,1.8795,1.8963,1.879,1.89,2655332.22,5016210.441375,8232,1330872.16,2514045.383173,0.5586592178770926,0
2021-05-13 20:20:00,1.8903,1.8934,1.8713,1.8716,2784564.72,5237063.731275,8424,1426388.61,2682072.156071,-0.9892609638681776,1
2021-05-13 20:25:00,1.8719999999999999,1.8814,1.8654,1.8782,2185824.32,4093702.269192,7033,1051554.77,1970009.675116,0.3311965811965803,0
2021-05-13 20:30:00,1.8781,1.8938,1.8778,1.8902,3137092.29,5923525.279758,7715,1902462.47,3592720.8037989996,0.6442681433363505,0
2021-05-13 20:35:00,1.8903,1.9040000000000001,1.89,1.8988,3476096.49,6597177.987863,10798,1810512.46,3436567.8020730005,0.4496640744855288,0
2021-05-13 20:40:00,1.8987,1.8997,1.8856,1.8947,2360373.58,4469991.914064,6689,947688.47,1794430.7266759998,-0.2106704587349241,0
2021-05-13 20:45:00,1.8949,1.905,1.8835,1.8928,3546299.85,6717932.854298,9001,1836190.88,3479061.483739,-0.11082379017362344,0
2021-05-13 20:50:00,1.8924,1.905,1.8904,1.9038,2242569.2,4255040.267251,6998,1168923.16,2218428.285317,0.6024096385542091,0
2021-05-13 20:55:00,1.9041,1.9157,1.8983,1.9156,3711685.7,7084889.715573,10255,2175150.5,4152127.633614,0.6039598760569332,0
2021-05-13 21:00:00,1.9154,1.9169999999999998,1.9001,1.9091,3101603.52,5915724.041382,7653,1545173.23,2947193.135185,-0.3289130207789481,2
2021-05-13 21:05:00,1.9085,1.922,1.9076,1.922,3932780.64,7534035.545744999,9585,2323817.53,4452526.532318,0.7073618024626589,0
2021-05-13 21:10:00,1.922,1.94,1.9151,1.92,5901286.0,11375195.60366,18861,3088807.64,5957166.798903,-0.1040582726326744,0
2021-05-13 21:15:00,1.9198,1.9206,1.8992,1.9054,3301134.36,6301758.758412001,9426,1476731.26,2819920.935239,-0.7500781331388671,0
2021-05-13 21:20:00,1.9057,1.9162,1.9036,1.9133,1936018.52,3697518.498007,5935,969853.66,1852702.623184,0.39880358923230574,0
2021-05-13 21:25:00,1.9133,1.9138,1.8959,1.899,2107415.98,4015189.660214,6294,728269.36,1388063.5335879999,-0.7473997804839795,1
2021-05-13 21:30:00,1.899,1.909,1.8959,1.9073,2522150.1,4796817.358673001,6008,1384393.15,2633413.184104,0.4370721432332793,0
2021-05-13 21:35:00,1.9079,1.9277,1.9055,1.9272,3288744.96,6301911.423144001,8552,2117011.59,4055744.931991,1.011583416321615,0
2021-05-13 21:40:00,1.9274,1.9276,1.9124,1.922,2332153.3,4476920.89633,6690,1146971.73,2201322.136105,-0.2801701774411161,0
2021-05-13 21:45:00,1.9219,1.9389,1.9219,1.9337,3292567.18,6355282.205268,9230,2002880.35,3865365.552189,0.6139757531609362,2
2021-05-13 21:50:00,1.9334,1.94,1.9202,1.9382,4720644.75,9128789.097432,9134,2446179.04,4730832.630566,0.24826730112754294,0
2021-05-13 21:55:00,1.9379,1.9476,1.9316,1.9451,5231615.57,10165505.322705,11395,3179778.76,6179081.1814830005,0.3715361989782804,0
2021-05-13 22:00:00,1.9446,1.9451,1.9265,1.9301,4783491.58,9256176.504125,8679,2143467.0,4146471.3689599996,-0.7456546333436274,0
2021-05-13 22:05:00,1.9302,1.94,1.9175,1.9196,3090252.37,5957003.911848,6764,1348984.27,2600484.8608939997,-0.5491658895451219,1
2021-05-13 22:10:00,1.9194,1.9323,1.9142,1.9162,3454013.21,6648979.651348,6209,1472478.31,2835118.156327,-0.1667187662811343,0
2021-05-13 22:15:00,1.9167,1.93,1.9162,1.929,3192762.14,6146795.792646,5538,1613184.66,3105224.061956,0.6417279699483475,0
2021-05-13 22:20:00,1.929,1.9499,1.9288,1.9478,5375279.77,10449821.437686,9880,3368149.83,6548120.919648,0.9745982374287157,0
2021-05-13 22:25:00,1.949,1.9509,1.9367,1.9495,6193805.84,12063639.435715,10970,4158853.38,8102824.385255001,0.02565418163160313,0
2021-05-13 22:30:00,1.9494,1.965,1.9494,1.9613,7139899.49,13989387.497146,19222,4235744.17,8297935.726022,0.6104442392531046,2
2021-05-13 22:35:00,1.9618,1.97,1.9581,1.9694,5105784.69,10041369.594836,11443,3051838.49,6003361.898699,0.3873993271485397,0
2021-05-13 22:40:00,1.9694,1.9719,1.9522,1.9565,5734821.19,11246995.338559,10374,2872518.96,5634315.60193,-0.6550218340611421,0
2021-05-13 22:45:00,1.9568,1.9577,1.9169999999999998,1.9218,9137081.26,17684953.815277,18109,4492216.74,8695356.184288999,-1.7886345053148067,0
2021-05-13 22:50:00,1.9218,1.9279,1.9043,1.9075,7171850.57,13734844.955322,13286,3378348.99,6472561.294749,-0.7440940784681017,0
2021-05-13 22:55:00,1.9071,1.915,1.8983,1.9013,6868905.07,13092017.708689,10558,3172950.32,6049779.396875,-0.3041266844947841,0
2021-05-13 23:00:00,1.9006,1.9099,1.855,1.8769,12839911.0,24119485.407698,25658,6433564.6,12082857.069302,-1.2469746395875014,1
2021-05-13 23:05:00,1.8769,1.8921,1.8599,1.885,7426084.28,13919966.269145,14564,3734328.08,7001397.776417,0.4315626831477434,0
2021-05-13 23:10:00,1.8849,1.91,1.881,1.9023,5199499.46,9863334.220856,11455,2696600.19,5114821.906084999,0.9231258952729632,0
2021-05-13 23:15:00,1.9024,1.92,1.9024,1.9055,4678193.2,8941656.618707001,10624,2366053.5,4522201.957541999,0.16295206055508202,2
2021-05-13 23:20:00,1.9055,1.9071,1.8759,1.8912,5046381.44,9542257.506031,12501,2575006.32,4869006.246735,-0.7504591970611377,1
2021-05-13 23:25:00,1.8907,1.905,1.8848,1.9037,3240899.85,6145601.689618,8354,1581363.47,2998630.29827,0.6875760300417781,0
2021-05-13 23:30:00,1.9042,1.9173,1.8904,1.9047,2989409.25,5693593.931757,9008,1313054.85,2501395.274917,0.026257746035089118,0
2021-05-13 23:35:00,1.9051,1.9238,1.9047,1.9222,3522183.09,6749621.434401999,8729,1922208.73,3683905.4832300004,0.8975906776547107,0
2021-05-13 23:40:00,1.9227,1.9344,1.9158,1.9311,3180970.88,6125795.385922,11881,1694457.5,3262921.617135,0.4368856295833964,2
2021-05-13 23:45:00,1.9311,1.9364,1.9216,1.9279,3528886.39,6810705.1539199995,9737,1451366.39,2801283.763227,-0.16570866345606605,1
2021-05-13 23:50:00,1.9282,1.9425,1.926,1.9371,2988053.78,5782924.678154,9979,1766694.88,3419254.771005,0.4615703765169655,2
2021-05-13 23:55:00,1.9371,1.9414,1.9254,1.9296,2500830.25,4838605.6316639995,8181,1158527.43,2241584.241029,-0.3871767074492831,0
2021-05-14 00:00:00,1.9289,1.9516,1.9283,1.9512,6086912.22,11814120.80518,15298,3544993.17,6882272.254386,1.1560993312250498,0
2021-05-14 00:05:00,1.9505,1.9508,1.92,1.9208,4160221.55,8058392.110005001,10025,1940668.87,3760278.13009,-1.5226864906434163,0
2021-05-14 00:10:00,1.9207,1.9231,1.8799,1.899,9136069.59,17392136.037401002,18798,3549682.37,6763310.7640120005,-1.129796428385487,0
2021-05-14 00:15:00,1.8993,1.9117,1.8887,1.91,6096712.17,11575564.09859,9467,2581072.1,4900405.199132,0.5633654504291019,0
2021-05-14 00:20:00,1.9103,1.9213,1.9040000000000001,1.9212,3772413.29,7216326.728928999,6948,1566264.55,2996258.783723,0.5705910066481656,0
2021-05-14 00:25:00,1.9211,1.9211,1.902,1.9056,2359322.91,4505519.999139,5795,1082905.0,2067762.33957,-0.8068294206444261,0
2021-05-14 00:30:00,1.9055,1.9198,1.903,1.9140000000000001,3216474.96,6159583.560173,5680,1750597.99,3352584.541106,0.4460771451062688,0
2021-05-14 00:35:00,1.9142,1.919,1.9069,1.9176,2536624.9,4855315.201754,5391,1250738.35,2394521.475313,0.17761989342806758,0
