Param_1,Param_2,Param_3,Param_4,Param_5,Target
-1.052222831,-0.121697419,0.546881336,-1.300645474,-0.177600448,-85.5458521
-0.165618642,0.098327201,-0.730823342,-0.325273227,-1.529927345,-104.5691427
0.818307085,1.10137454,1.440187391,-0.863904059,0.711302957,93.24753414
0.861029896,0.595018437,0.281512397,-1.361592217,1.138904706,100.6015249
-0.587178507,1.098191446,-0.216369218,1.143413984,2.10893626,125.5779943
1.953628447,0.452977495,0.365313234,-0.152402584,-0.694034509,81.28703615
-0.379079559,0.55784214,-0.96257816,-0.015801363,-0.744834349,-64.83749599
0.728268332,0.837785213,-0.918060514,0.691667469,-1.323218276,-19.40866326
0.513700308,-1.509215915,-0.755787263,-1.69146158,-0.795585651,-50.97861412
-0.741650568,0.756951985,-0.308976613,-0.943940565,-2.136411323,-184.1819173
-1.43442917,1.568884048,0.398792465,0.578639018,-0.197120436,-68.98137168
0.524339368,0.037193815,-2.144352743,0.433892777,-1.856725784,-79.28560099
-1.107498557,-0.836121383,-1.46180986,-0.818573936,-0.741841315,-128.7173958
-1.166937683,2.273222093,0.385533215,0.37038814,-0.576951865,-81.06743461
0.021184819,-0.21348004,-0.706996517,-0.093436022,-0.776775872,-43.27670101
0.354547007,1.221730944,0.242556735,-0.008760178,-0.014342061,31.58228542
-1.287574891,-0.295000306,-0.214480631,-0.184760056,-0.605313059,-106.8596877
0.236357343,0.21396431,0.366571163,0.631471139,-0.469163074,12.52569896
0.091187102,0.729564767,3.536861875,0.18476893,-0.2395142,34.2323008
-0.586138712,0.13515321,1.657038458,-1.720157674,-1.216793943,-120.8299276
0.090844727,1.024200436,0.712010309,-1.376755321,-0.703002721,-51.02949894
-0.473141346,0.168466532,-0.541943477,-0.792031243,2.177600676,91.3476818
-0.862837737,0.406328992,0.697762118,1.331781256,-0.23811851,-19.54120449
-1.280775727,-1.653161042,-1.02427135,-1.309079801,-0.052818177,-104.4867727
0.731838536,1.437444128,1.237749191,-0.36701864,0.202245446,66.91046441
-1.08441082,0.815587045,1.805751094,0.072042555,0.82534966,12.96626384
1.285747157,0.550230717,0.494023816,-1.214618783,1.263878857,137.9175732
3.003094388,1.917687246,-0.765983812,-0.394390335,-1.629386653,71.49678559
0.004573677,1.01153752,-1.183410976,0.349308694,1.775252924,114.3790123
-0.019421357,0.205520066,0.192138987,0.050339099,0.198048966,23.56316458
-0.406176454,-0.443960342,2.157804218,-1.197106486,-2.014168057,-142.6809646
0.020419712,-0.014550875,-0.384788746,-0.175196684,0.869455463,56.26695458
0.724622124,-0.957578536,-0.44705333,-1.291506172,-0.471881996,-8.264181217
-0.984979226,0.093613315,-0.411348085,-0.107906808,-0.827447391,-102.5760256
-0.679143067,-0.685511001,1.558438551,0.94002173,-0.473843409,-24.29647892
-1.233080942,0.005043616,1.835715877,-0.055990379,-0.488555167,-76.86502577
-0.173544487,-0.659749763,0.03171215,-0.259612096,1.47867569,83.29920433
-1.555793318,1.762400952,0.211081096,1.979520388,-0.634115742,-73.07595289
-1.35018897,1.087235084,0.305454241,0.189811939,-1.280777497,-138.3400828
0.34866484,1.711082906,0.669198267,0.370525246,-1.777727965,-62.7066597
1.077911126,0.629626721,0.22325042,0.350470459,0.379188187,104.7964746
-0.168421246,-1.15496613,-1.149894768,0.395868765,-0.639282671,-39.10307157
-1.683409286,0.145535044,2.793588161,-1.1308956,-0.948941405,-146.0378526
0.410965336,-2.392011889,0.328677621,-1.067323762,-1.643159802,-85.13466981
0.32223455,-0.780524853,1.261816973,0.517262211,-0.109049214,43.8900755
2.07505041,-0.513852458,1.641167311,2.112982039,-1.196407543,118.2885868
0.606395587,1.736130702,-0.514053587,-2.401617488,0.246824654,3.103108808
-0.58839513,0.672359467,-0.233893169,-0.132170367,0.065745248,-24.95559434
-0.333546661,-0.290948851,-0.65660636,-0.384728317,-0.074255466,-27.4778229
1.440864476,2.784521225,-0.248881115,-0.78749042,-0.045549282,71.64399554
-0.139440967,0.317964189,2.130439432,-0.181061172,-1.644605519,-83.08809145
0.816458236,0.49749488,1.39489961,-0.610695983,-0.662931454,15.78309816
-0.764763559,0.477675239,0.119316734,0.206502026,1.341343424,51.74461629
-0.788207824,0.795136122,0.06205678,-0.164187552,-0.180303838,-49.37531598
0.158357507,0.103993661,-0.115480287,-0.047975423,-0.20412617,4.894722535
0.806000476,-1.188863888,-0.07067861,0.37249142,-0.665709087,24.21802781
0.767715929,-1.091163323,-0.735733918,0.588817066,0.680623057,102.1617766
-0.901425776,0.570167362,3.14062123,-0.859300247,-1.114909804,-102.0612044
-0.25475405,0.240004199,-0.808556833,2.247842251,-0.50234395,7.595739786
1.099046976,-0.353217145,-0.322142917,-0.106143331,1.66684083,168.7331823
0.215520641,0.477397096,0.058198699,-1.28730409,0.148483013,3.800743736
0.004943272,0.120354158,0.014382835,-1.957083917,0.341441087,-11.99788591
-1.188206038,-0.549046604,0.356035971,-1.605169011,0.750130762,-45.9710891
1.326972559,-0.489634906,-0.451729496,-0.384185353,0.568260836,108.7227498
0.579470932,0.641379835,1.740139725,-0.904136314,1.8211276,147.4674263
0.596272143,-0.353867068,0.239302975,-1.758662656,-0.478185013,-20.66452358
-0.848983869,-2.075666668,0.928359478,0.242378481,1.364034071,55.70940151
-0.622982668,-1.024454907,0.934501911,-0.71592996,0.953122251,22.98439965
-1.152998999,0.210954245,-0.144524969,0.095591379,0.598061063,-20.32878257
-1.109724094,-0.007192462,0.449358085,1.280026865,0.724480678,20.71005786
-0.889835149,-0.787933274,1.642358561,-0.641614944,0.103402373,-35.85703954
-1.018135375,-1.03701103,0.857906658,0.426908515,0.70609,9.885827475
1.008802632,-1.174422142,0.740982802,0.492370026,1.782388492,192.2324588
-0.530276102,-0.235359172,2.155066707,-0.980555176,1.884932112,88.68322165
-2.117725409,-0.912456375,-0.606779779,-0.433249066,-1.097055899,-193.1100473
0.553571951,1.196960014,1.065256573,1.754676749,-0.979363349,30.57815882
0.170940777,-0.83022303,0.364686839,1.160692228,-0.897512149,-5.506125476
1.004728985,1.638622717,-0.701394285,0.00060394,0.419088488,87.34824362
-1.785087783,0.134190139,-0.634459587,1.73325234,0.280442716,-44.19726196
-0.129789545,-0.776925856,-0.678535506,0.973255308,-0.110636554,11.45743746
1.020247299,1.472631343,-0.562829475,1.016396808,-1.421969123,1.235274832
-0.506571701,0.012176273,-0.726254388,1.044994456,0.699999987,39.32376404
0.427538824,-0.110368143,0.800710716,0.777021933,-0.103598936,52.23740568
-0.660149516,-0.773718366,-0.71312566,0.426985182,-0.85245882,-76.01504529
0.225268863,-0.042331034,0.167785845,0.242599972,0.819807569,78.89480143
0.932601572,-0.326116087,-0.764233481,0.428591802,-0.589493653,31.9198277
-0.231252835,1.235222218,2.131603218,-2.059925847,-0.22371891,-44.2601527
0.72475084,0.02928889,-1.842468432,-0.149179357,-0.187018968,22.26562566
-0.887272555,0.272670265,1.240559437,1.17674263,1.702738382,96.75572445
-0.977799111,-0.155583345,-0.257573727,-0.801998294,1.223121243,6.884313223
-0.699639319,-0.347452981,-1.885569088,0.324061864,-0.492570712,-68.87008854
-0.251006473,0.098426117,1.195251394,2.039386848,-0.061103673,46.23881043
0.520061361,-0.602935734,0.556406429,-1.178735574,1.733138584,122.8600865
0.011405346,-0.479241286,-1.639605475,-1.31251888,-1.501878411,-121.7811762
1.324453781,1.365104066,0.872282211,-0.548200581,-1.4660393,-5.963775252
1.029673601,1.144568815,-1.978896029,-1.501203468,1.984576824,139.4349273
-0.825726591,0.013172993,-0.236492366,-0.136259992,0.17842829,-32.08022855
0.403787701,0.936472466,0.127711654,0.670296634,-0.959991938,-8.520002214
0.647547814,1.910858935,-1.196722003,-0.46871489,-0.108702775,20.85348162
1.260424864,-0.645520115,1.42740693,-1.337078053,-0.488810418,36.3830511
0.341818428,0.309086608,1.246744708,1.442480277,-1.343305219,-8.822239383
-0.346167938,-1.053073381,-1.627348419,0.165850111,1.557976364,73.54038589
0.441354617,0.456938904,0.617336872,0.55425774,1.790914729,160.2168541
0.056999189,1.759089058,-0.8556675,1.504581525,1.27716846,115.5504169
-0.624687994,-1.955504974,-1.426168928,0.464323898,0.092775461,-22.35394357
0.308832112,-1.608081368,-0.268487393,-0.485396841,0.852826805,66.01348893
-0.817161166,-0.512113822,0.299807398,0.276969035,-1.761189579,-134.5912488
0.424497759,-1.35913297,-0.785383625,-1.685323416,-1.963333215,-126.3808672
-0.165442386,0.509787439,1.428997184,2.174255813,0.419507866,85.04254471
1.542409097,-0.344784357,-0.508037169,-0.237999774,0.694824731,131.8054298
-1.444248756,1.717762679,0.6389542,-0.323010157,0.258790342,-60.00466498
-0.579268175,1.729208504,0.413041967,-0.489149482,-0.241514867,-45.20712589
-0.089575605,1.27805507,-0.219410558,1.493345664,1.926501241,151.2728872
-0.1678759,-1.166954114,-0.917941201,-0.154816769,-0.356164183,-32.05173615
-1.786029903,0.239503413,-0.188401616,0.701971364,-0.801820738,-127.7252815
0.229732001,-0.14088454,0.542216838,1.417940966,-0.67436592,18.2455006
1.080127799,0.969877003,-0.472707519,-0.348111479,-1.730266979,-42.91799837
2.034159125,0.253552267,0.559469519,-0.656741156,1.446965862,205.0068118
0.956639921,-1.270252128,0.04835306,2.542705249,-1.251243821,46.20171443
1.029084258,0.632013267,-0.213446354,0.779178105,-0.881917321,32.00767205
1.369636497,0.992773935,-0.658826708,0.764550969,-0.045244061,97.88823276
-0.42497615,-0.731748874,-0.372613845,0.282229229,-0.197892756,-23.55757565
1.376242582,0.553305256,-0.481674397,2.142946827,0.775681921,179.1464335
-0.960013115,0.157759241,1.47183735,-1.468972846,-1.054488192,-128.7632898
1.249237128,-0.659022632,0.977890486,2.160305519,0.139059717,146.1879673
1.505225082,1.391137734,0.331053399,0.028653839,0.661335232,140.2753421
-1.160854415,-1.374506872,1.356392082,-0.68514063,0.236508964,-46.77764272
-1.668123645,0.059272441,-2.927342739,-0.829964812,-0.14528728,-137.6801342
-2.17965039,-0.037904453,-0.56159457,0.223451678,-0.988391961,-175.5889942
1.389239786,-1.346786923,1.438364643,0.411635672,0.001701792,111.6107331
2.720479383,-0.39208252,-2.20010403,-0.039448672,0.086092235,153.8455683
0.894754093,-0.25022855,0.97649037,1.362975399,-3.273876159,-96.5092453
0.31157818,-0.254186503,-2.102993674,1.048156107,-1.073731716,-30.93472439
-0.963837977,-1.050917818,1.995000971,1.069150485,0.236376358,8.198041896
0.945567368,-0.989847973,0.253137049,1.251705463,0.027942899,96.0261683
-0.521527194,-0.868769876,-0.085045081,-0.369255455,-2.416702373,-173.9405585
-0.026134843,-0.354821205,-0.821356122,0.401003916,-1.650092423,-88.32373157
-1.177028933,0.807378906,-0.193963524,1.018417954,1.155932709,31.99133153
-1.224229718,0.284357464,1.55314114,0.192047081,1.907185436,70.45565213
1.648920524,0.872110184,-0.206588898,-0.739019866,-0.268511562,71.6407504
0.206181955,-0.580886729,-0.85552121,-1.103093297,-0.392458333,-32.84825009
-0.756282669,0.299138468,-3.103845432,-0.797045354,2.577576012,77.52540082
-0.597920094,-0.032466913,-1.214109514,-0.982639329,1.262038735,19.22936324
0.858118425,0.952927802,0.732095009,-0.167892592,-0.845496127,11.71043192
0.333416355,-0.309168145,-0.06843245,-0.445687441,-0.525158178,-12.46352656
0.227525161,1.501360408,0.822468306,0.775283012,-0.051546836,43.78949111
0.83308437,-0.637685898,1.388464467,-0.371906472,1.007968384,122.1305775
1.261453435,-0.86308338,0.411971256,1.011202812,0.288647675,126.0318402
0.516715492,-1.118164419,0.75787969,-0.747777537,0.496335117,59.73760353
1.193051687,0.760812263,-0.442992354,-0.103416255,0.18489797,84.20865874
-0.362853707,0.304312631,0.606052712,0.011272542,0.581912878,29.05943341
1.711841851,1.24357515,-0.447993281,0.815217702,-0.56545688,89.44318625
1.3581508,-0.749293487,1.155645806,-0.98327945,1.156035403,145.9401476
-1.006186947,0.123734556,1.005152475,0.899759092,-0.559446834,-53.98586853
-1.452143835,0.552877213,-0.384783794,-0.056853179,0.568418182,-44.46821477
1.07088092,-1.980631557,-0.658558078,-1.17038705,0.323888188,60.29600357
0.549975046,-0.957920436,1.187028326,-0.133654104,1.58427289,143.9038665
1.236825649,-0.05848148,-0.393324563,0.37836655,-0.40855285,62.05398381
-0.370745126,0.173089577,-1.655979837,-0.126968158,0.523291982,3.476805572
0.594192258,-0.677791158,-0.324239926,0.3965257,0.141043045,58.96713534
0.631196327,0.829789684,0.78835731,0.518486531,-0.31648044,45.55868104
-1.171704359,1.139516022,-0.532454729,-1.146299482,0.99719066,-27.67845627
0.558327881,1.056835834,0.76232053,2.666694804,-2.078204534,-17.72786447
0.351797725,0.622017027,0.242508901,1.806118539,-0.060969053,68.30393745
-0.200816392,0.731243194,0.713358739,-1.721762889,1.807236502,75.02783807
-2.188464548,-1.129376627,0.859225332,-0.597623576,-0.82667161,-172.5280409
-0.996127507,-0.523982936,-0.492039335,1.167597175,-0.528885529,-58.10497398
-0.006494312,-0.46329215,0.974872103,3.051386971,0.284039001,101.4610712
-0.385080477,1.800798844,-1.054800718,-0.07920067,1.449812709,64.19741616
0.769567444,0.517982719,0.785572523,0.616584179,-0.967665684,16.56564966
-1.921838388,-0.761646316,0.018940773,-1.33691636,2.150990962,-1.556196412
-1.702742228,-1.305707961,0.725496598,-0.498374574,1.119656969,-26.34942774
-1.392974313,2.370198246,1.095686276,0.515149605,-0.750734809,-95.31178434
1.003656159,0.222946858,-1.718446133,1.732935247,-0.708369632,49.47846347
-0.609759893,0.332902197,-0.156538039,-1.936521444,-0.570690664,-103.4251684
-1.586063181,-0.537291194,0.453981224,-0.083384965,1.091702127,-14.59207415
-0.076905084,0.06602046,0.731155058,-0.967078008,-0.949881742,-66.40462777
0.990036319,1.146153924,-0.645196937,-0.011866043,-0.438473285,35.60681493
0.633418091,0.576129361,0.434689999,-0.622227274,1.108774425,103.2688549
1.176927983,1.930549184,0.55103438,0.387297349,-0.033390803,89.36068604
-0.722441458,0.180672032,-0.858694992,-0.551350467,-0.886108447,-104.2481822
-0.269922227,-1.431753967,1.570689479,0.28504294,-1.497111562,-76.15193344
-1.067963219,-1.343525056,-1.35344276,-0.63467652,-0.46301407,-104.7352271
0.285827721,-0.710719796,0.632105225,-0.15342627,-1.521540358,-62.80314214
0.338982771,-0.2212409,-0.627562362,1.457083907,0.751944253,101.5564585
-0.697028635,-1.642777646,1.02983005,0.569449906,-0.657492448,-48.91629387
0.619607734,0.802707373,0.542189305,0.69309732,1.103188775,131.8424045
-0.016955616,-0.570060955,-1.407254624,0.752401883,-1.564488927,-80.08025484
-0.716465111,-0.443079212,1.061633384,0.592482058,0.468245826,18.37664265
0.844663919,-0.792766543,1.205252454,0.194951774,0.02893834,75.10080985
0.579221763,-0.486455515,-0.375847692,-0.315151109,0.694039891,75.25556728
-0.202907054,-1.349694435,-1.194487497,-0.466463392,0.013938986,-21.00452951
1.452367701,0.648635017,-0.189564717,0.490258796,1.264551221,179.0698767
0.314487034,-1.666383686,0.101479636,-0.061141772,0.166733078,37.73093812
1.287862961,-0.822874537,1.062755384,0.419502327,1.171870742,172.916028
0.360979083,-0.074813468,1.383486326,1.151560145,-1.38856231,-15.67985479
0.033543703,-0.138515606,1.171176637,0.212047528,-0.723019389,-17.2414052
-0.182912892,-0.361050229,-0.308810428,-0.975312896,1.231276165,49.22293152
-1.634576985,0.318657591,-0.353841255,-0.180649892,-0.463901529,-119.2856435
-1.388883611,0.022157516,-1.071902673,1.352482176,-0.824083241,-99.21765411
0.345450066,1.757751839,-1.220973752,-2.117212205,-1.15992535,-95.7498565
0.781005606,0.740175637,-1.137815751,0.042665049,-0.514846336,15.81840445
0.397896297,0.413503429,-0.440447438,-1.374898992,-1.137039613,-68.76414954
-1.591351704,0.650728364,0.247288663,-0.286354001,0.263118563,-70.73822143
-1.383265748,0.409887823,1.797232025,2.027454649,1.594146328,84.64367503
1.708716884,-0.588450431,0.267773038,0.678140107,2.011206603,246.452298
1.21954074,0.595366905,0.836626239,-0.253370329,-0.072375968,77.74075117
0.716070387,0.309549602,0.450864191,0.898413298,2.277659863,211.6056024
0.510413414,-0.717877251,-1.138988238,-0.865229094,-0.6113387,-25.38420131
-0.306830427,0.79792851,-1.114624841,1.955632213,-2.545986349,-126.9358355
0.994238144,1.031431912,-0.919881235,0.155042377,0.209351642,75.9508018
-1.306721849,1.595835049,-0.380567455,-1.131589067,0.573629452,-59.24689197
-0.080850099,1.945964003,0.082062717,-0.384787995,0.02021931,-1.231803211
0.140099722,-0.994019227,-1.296013223,-0.259880291,1.320897264,80.97521418
-0.448703136,-2.303708023,-1.212309585,0.459501994,0.907098505,38.35850277
0.027947881,0.088521572,0.254115061,0.102230033,0.645128676,54.68819521
-1.17489938,-0.645306012,-1.23924832,0.013566444,-0.27990668,-84.97680751
-0.546571364,0.617555217,0.43658069,-0.278555158,-0.848983952,-75.26770776
-1.790649618,-0.098205251,0.690727765,-1.672287943,0.237889072,-110.4463026
-0.642098301,-0.161544292,0.843603152,-0.146671547,-0.269724508,-39.50026869
0.928858361,-0.048520741,-1.720720914,-1.014494051,-0.757481961,-17.89682138
0.032017484,-0.600192712,0.099928807,-0.306479985,1.217340435,78.94814346
-0.616938328,0.484692496,-0.768500139,-0.927820425,0.780136806,-5.653533066
-2.455989977,0.483285327,1.374917565,0.403850916,0.847170739,-61.34194533
0.046949402,0.109791236,0.085900008,0.555458791,0.516295733,56.5365838
-0.366781675,-0.524047684,-1.520889971,-0.482839385,0.42126399,-9.108284999
0.172226194,0.047615185,-1.001858925,0.172174738,0.533025235,47.31799757
-0.863837959,1.402086716,-1.04419684,-0.119635215,-0.443267578,-77.70386914
0.093889574,0.493091366,1.542636111,-0.567893594,-0.760595028,-29.76061247
-0.473822839,-1.323151386,-0.257743813,1.048537947,-0.77900966,-43.46585152
-0.944674978,0.742716586,0.87643116,2.158402477,-1.392457894,-73.71029672
0.37406644,-1.209442112,-0.315259602,-1.152595857,-1.896163045,-109.8344371
1.133275431,0.241493546,0.856774541,-0.418619354,-2.425100799,-71.76927769
-0.949203138,0.040629605,1.666395357,0.034072297,-1.882592757,-143.1791257
-1.559647257,1.027339817,1.351594117,0.931439135,0.142322937,-40.28586321
0.020721039,-1.437766435,0.225269266,0.824206256,1.216069168,104.0783736
-0.735326236,0.849011199,-0.245223548,-1.505032494,-0.158070163,-76.95686854
-2.038831276,-0.170602486,0.86380643,0.37783153,0.328240361,-73.0985752
-1.08520656,-3.17738981,-0.987143939,-0.56332479,0.814484226,-24.85132917
-0.051143529,-0.053868754,0.244452263,0.694372589,0.92628449,79.74058227
-0.26276291,-0.384403947,-1.352557337,0.381817501,1.247481028,66.70127039
1.671200053,-0.124104699,-0.293626788,0.631469915,0.979242922,176.9332426
0.734669396,-0.478478764,-0.025361095,-0.306788584,0.992873037,105.146986
1.001850405,-0.488105967,-0.292158329,0.3698595,-0.642314977,35.13434281
-1.436131114,1.344075313,-0.678159662,-0.76952291,-1.078589929,-160.294956
-2.124799392,-0.879820044,0.449795243,-0.455959756,1.279324954,-42.66235715
0.40854597,-0.141736559,0.433742862,0.728964384,0.935911295,109.3179252
-0.083685292,-0.043594117,-0.810503329,0.89630588,1.719258883,121.1242446
1.3272725,1.760404496,0.146069836,0.169183196,-0.950871497,34.83467009
2.37081805,0.403167986,-0.050941654,0.990662378,0.015817016,169.870427
0.402844365,0.668603845,-1.178729626,0.200427219,-1.053490449,-35.22214826
-1.347220686,0.26982934,0.447069064,0.128246558,-2.044651253,-184.2188149
0.732630117,0.08134195,-0.978941281,-1.046254985,-1.294502029,-55.94354232
-0.536576316,-0.116016859,0.238934376,1.5311234,0.144546328,23.06619945
0.120520663,-1.757574269,1.24782042,-0.267408731,-0.821333412,-27.85471029
-0.640375839,-0.520138912,-0.837593676,-2.019023419,0.934899097,-22.02782079
-1.048756715,-0.121791236,-0.189069682,1.165911589,0.373947948,-4.46229118
-0.938399718,-1.733382229,-0.710460884,-0.050612454,1.382837566,31.36644676
0.538807256,-0.581030914,-0.4884939,-0.935314345,-0.289417949,-0.60953696
-0.641046702,1.690357269,-0.649883827,1.879158689,1.096212079,74.35262635
-0.078180843,-0.732895072,-0.572258309,0.438025898,-1.351721156,-70.72838252
0.402317522,1.875112234,-0.52345518,0.666337746,1.239202936,117.8334979
1.140809018,-0.755764196,0.802524387,0.177620931,0.016387488,87.64602131
-0.089383359,1.757844363,0.161119224,-0.408291958,-0.900195552,-56.86443946
0.657185512,-0.938403369,0.408041947,0.192997187,-0.61485899,18.77458087
0.039153949,0.794813395,0.583814102,1.00518949,1.729982709,142.907253
-1.196548241,0.661873314,1.541860104,1.096585753,-0.842117905,-73.28100996
-1.418310823,-0.430298018,2.056563832,-0.654701358,-1.646369296,-168.2173766
0.313143348,-0.924634426,1.942233018,0.282668044,-0.17894299,39.81543774
1.180933101,0.260633661,0.456714633,1.080861953,-0.887142173,52.67330239
0.458273551,1.232919397,-0.240690654,-2.005046995,0.125906879,-1.753440124
0.163630191,2.701307202,0.196642624,-0.726056318,-1.88478769,-107.8313955
-0.364611157,0.4392606,-0.15159086,-0.648621914,-1.157601634,-95.97131802
-0.491660125,0.220442447,0.524531691,-1.624924355,-1.119432559,-116.8912378
-0.348531233,-0.4325306,0.068477634,0.95852945,0.918429115,66.39362788
-0.233442972,-1.630891162,-0.757851041,-0.362440499,0.368626522,4.382619182
-1.159288289,0.846177232,1.325160343,1.070818296,-1.044492757,-85.2900712
-0.8147705,0.393100324,-0.800561278,-2.358872484,0.799194938,-47.45632366
1.326031355,-1.269688448,-0.193007442,0.838831332,-2.720878407,-59.31398374
-0.072386765,-0.004042061,-1.376112071,-0.046868883,-0.904692172,-60.9070857
0.951853818,0.351321458,-0.240058026,-2.688577559,1.320662786,83.47314395
0.970804268,-1.790459331,1.26539953,-1.247596185,1.634157117,147.5298187
0.030092161,-0.631096346,-1.916245707,0.984741997,0.08124609,22.22306329
0.91975436,0.10185183,0.675272116,0.752172908,-0.461720787,57.65051561
-1.459637101,0.201844954,-1.597591799,-0.590461241,0.563221398,-67.14756808
0.79686881,0.279500229,1.009880733,-0.195805291,0.587452004,95.48788342
2.161691978,0.439996574,-0.664254665,-0.479868765,-2.009545411,-1.190007113
0.490845468,-0.092697497,1.372017746,0.891223002,1.25131195,144.3277447
-0.392223996,0.749554098,-1.357384427,1.49784059,0.453057675,35.86524059
0.586997766,0.851270679,-0.872606216,0.120037203,0.783436204,86.2947079
-0.975636128,-0.827738014,0.431867962,0.226144173,-1.223309657,-111.3278945
-1.406906239,-0.895250535,0.720065343,-1.104148626,1.167271894,-19.87428416
-0.946729959,-0.023973018,-1.052516869,0.342321308,0.412145652,-21.3342467
0.039282234,-0.124795538,-1.828718759,-1.271590626,0.764456114,15.18086321
1.542344758,-0.289695647,0.969935224,1.538746695,0.163562076,150.8953588
0.861495283,1.188831507,2.603264146,-1.265862857,-0.484672274,24.73741235
-0.079601191,-0.457761976,0.634355351,-0.685684314,-1.33582609,-84.40893871
-0.903076994,0.093437099,-0.528444484,-1.715208006,-0.095630208,-89.81128009
-0.514658646,-0.826413161,-0.125654402,0.108223598,1.216320016,54.41242687
-0.550663523,-0.468917983,0.717204632,-0.147162001,-0.810016642,-67.78275823
1.804564834,-1.550046778,0.080932042,0.396545012,-2.437834236,-22.34102768
-0.884364891,-0.724722422,-0.901005921,1.17941738,0.082149809,-18.02489404
0.688265484,-0.342649542,1.24455699,-1.163310617,-0.332630844,14.73957183
1.732219636,-0.508773926,0.500712893,0.299692972,1.34905444,202.0146452
0.182569392,0.708228557,-0.5266616,1.081634558,0.201557157,51.98164207
-1.942963278,1.577119509,-0.372593149,0.064372234,-0.965455161,-162.2363122
1.10042074,0.762753065,0.104972414,-0.255113479,-0.64905961,30.04420303
1.021219504,-2.404093324,-2.228872648,0.44703936,0.417413887,85.46166239
0.876172335,0.404940887,0.239914272,0.755389057,-0.1834795,68.31065773
-1.352891471,-0.597156198,0.419428545,0.692864921,-1.824212239,-159.1617811
-0.146862761,-1.628271313,-0.381716177,2.039631351,-0.272368359,26.76366589
1.688865806,0.109821639,-2.223694447,0.825743878,-0.022143333,106.3654528
0.569957607,2.515904889,-0.517581352,0.026193859,0.610577221,75.91907821
0.620354552,-0.771291343,-0.769297383,0.274272425,0.774394461,91.94110972
0.08331648,0.490665777,0.212600543,-0.113118398,-0.136701238,5.882206311
-0.256274901,1.054540822,-0.199023626,0.424148886,-0.003223481,2.732277829
-0.425280897,-1.167486936,-2.266140672,0.460884015,-1.639197982,-121.6307528
0.132031048,1.721512505,-1.557781621,0.684383295,0.605312032,56.00918488
0.173803312,-1.342554975,-1.735738508,-0.189280415,-0.498765432,-28.29366218
0.017363947,0.19160956,-0.745387074,-0.367368591,-0.832370041,-53.07168768
-2.301005514,-0.033316274,-0.499051086,-0.115975277,0.91458097,-75.22502455
2.603157981,2.434091034,-0.438648334,0.224657728,0.593845262,197.8759706
-1.159018766,-1.381087313,0.01729859,-1.512300713,-1.297555245,-167.8526313
