,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4132,41784,-1.042559318,-0.37325501299999997,1.262189182,-1.777463576,1.357842751,2.011191893,0.6043870570000001,0.409061757,-1.917121557,0.072481904,1.112731066,0.335402137,0.408008145,0.145515408,0.7279523309999999,-1.9521172690000002,0.13801385900000002,-0.514602013,-1.964623504,-0.181616038,-0.6804657040000001,-1.63986359,0.274799095,-2.277392943,-0.185977945,0.049504578,-0.153502621,-0.182276723,112.85,'0'
10464,5628,-0.9538121359999999,1.156079233,2.152648175,-1.327899432,0.7432419720000001,-0.681302857,1.51769649,-2.349420648,2.5486073830000002,1.207425736,2.003412939,-2.057022808,2.5883799769999998,-0.19852925600000002,-0.056117315999999993,-0.615978719,-0.09968516599999999,-1.158083941,-1.523452374,0.45381694100000003,0.295973522,-0.17071562199999998,-0.041165956000000004,0.608287311,-0.402141608,0.526716425,-0.966699118,-1.106111221,1.54,'0'
7889,80873,-4.151592945,-2.459952276,0.492669901,-1.582737923,0.281813407,-1.141203682,2.221521306,-2.064662972,0.581049378,2.082579516,-0.34542476899999996,-0.514541895,0.352410365,-1.74123962,-0.6721230909999999,-1.231257483,-1.035185091,0.10891870199999999,-1.661788892,-3.067940906,-1.442747908,-0.34274435600000003,-0.682290147,0.606747124,0.055469893,0.639366903,-1.036680206,0.017951713,364.98,'0'
5328,66341,-3.553907927,-0.664766603,1.698968029,0.19784100300000002,-0.566827554,-1.04254582,-0.151285051,0.780908777,0.114540555,-1.415462073,-0.919511972,0.49845950899999997,-0.0029669920000000003,0.075103234,-0.450579136,1.112079742,-0.625506707,0.015110968999999998,-1.844339265,-1.099985268,-0.070695145,0.22194841699999998,0.6777413790000001,0.705832314,0.763048318,-0.622621054,-0.044491228,-0.315111386,135.54,'0'
8624,126861,1.83011779,0.569694713,-0.77701583,4.097789037,0.135672484,-1.086974218,0.652120943,-0.320199483,-1.086534261,1.4785265019999998,-0.638774385,-0.334926442,-1.13868786,0.624953319,-1.350739645,0.091213227,-0.133306506,-0.990101371,-1.6186079230000001,-0.33277393,0.048308897,0.120100107,0.18731410699999998,0.890796157,0.063376399,-0.037897707999999995,-0.072218778,-0.047101044,38.48,'0'
6345,14894,1.012594684,0.185411103,1.8570024440000001,2.625675359,-0.813686025,0.741197689,-1.050509509,0.411448711,1.07822938,0.41074418799999995,2.237912364,-2.3105055780000003,0.7711515059999999,1.647487648,0.005918309,1.168256269,-0.044721919000000006,0.8383888859999999,-1.76632442,-0.24046929,0.167722,0.665252616,0.034226906,0.14937667400000001,0.061451755999999996,0.073725175,0.024622781,0.023364597,12.16,'0'
10692,127600,-0.075038618,0.854049,1.612458779,3.290615467,0.444649465,0.251094202,0.12559859199999998,0.14825608199999998,-1.063664477,0.872684094,-1.4537673119999999,-0.07997882,0.876988711,-0.505257038,-0.88747897,0.9648088570000001,-0.91228597,0.197995387,-1.5123487009999999,-0.06892174599999999,0.37379255299999997,1.135669377,0.017426300000000002,0.054944932,-0.789022344,0.026780718999999998,0.15947803,0.1351971,10.61,'0'
5171,34177,-4.3609594110000005,-2.4163028619999998,1.212584134,-1.068843122,0.613725054,-0.616726725,-1.637284041,1.277071248,0.22067820300000002,-1.400110835,1.008584813,1.2111914609999999,-0.246036812,0.405114453,-0.417878779,0.940685243,-0.135674147,-0.5712410760000001,-1.859536181,-0.52984051,0.267725559,0.267112158,-1.171305066,-0.076922876,-0.102798654,1.238090441,-0.249253323,-0.556225771,40.59,'0'
9543,69818,-4.562325813,-9.738074399,-2.566628583,3.21588917,-3.3121859319999998,2.000666334,3.0415508439999996,-0.383218906,0.636388045,-1.4594822090000001,-1.683689651,-0.734767446,-0.263622703,0.7062656559999999,2.448553709,1.331983277,-0.837287764,1.375935256,-1.5671266640000001,5.920739589,1.986761449,-1.030607864,-2.8353056789999997,-1.188077258,-0.657541476,-0.45313567899999996,-0.48203887100000004,0.544290374,3000.0,'0'
5251,124397,-1.84055755,0.819373525,-2.7841215580000003,-0.741937533,0.50651831,-1.4115847069999998,1.7721038869999999,0.357049401,-0.700061816,-2.779698348,-0.526438745,-0.7128705940000001,-0.618096073,-2.298006,-0.5721411829999999,1.678391033,1.984599356,1.0906330340000001,-1.8516030909999999,-0.23639857,0.124591774,-0.12399179099999999,0.015759194,0.50607632,-0.40483309,0.316996619,-0.13547891199999998,-0.065137786,266.0,'0'
11386,40422,0.920277824,-0.228008614,0.086087985,0.36115247100000003,0.418750185,1.305704744,-0.201710346,0.47875389700000004,-0.258658552,-0.074535912,2.316944209,1.198390268,-0.166552456,0.6787747709999999,1.340290963,-0.9264084109999999,0.604258894,-1.757872575,-1.481049014,-0.108742141,0.207726683,0.603135051,-0.004666602,-0.978216726,0.157847873,0.502387935,0.013647223,-0.004694101,67.56,'0'
1762,152379,1.407021349,-0.533101662,0.119960296,3.5571239919999997,0.187285345,2.520814496,-0.907122402,0.7807478309999999,-0.34784078700000004,1.332598178,0.407083022,0.352414412,-0.19817551100000003,0.016858291,-0.007765659,1.078680004,-0.7122928279999999,-0.47494026,-2.410918943,-0.028852944,0.23464621300000002,0.417772353,0.19293335399999997,-1.693249825,-0.7600879540000001,-0.076774236,0.04466838,-0.02004001,166.89,'0'
8359,129688,1.742683169,-0.00465668,0.745982312,3.66525436,-0.469671484,1.179197785,-1.0343051559999998,0.418042841,-0.309606001,1.475258491,0.167889276,0.7653782459999999,0.968553635,-0.454333671,-0.720714182,1.906153821,-1.550844717,0.849739303,-1.634739416,-0.130938636,0.283597057,0.838111673,0.174032777,-0.48091798700000005,-0.47821815100000004,-0.023740453999999998,0.04595913099999999,-0.024256386,37.89,'0'
3639,139124,-2.75958896,2.9522940689999997,-0.246753268,2.2850749759999998,1.480640825,-0.418159105,0.982111257,0.46295151,-0.965628917,1.2354484959999998,0.64164647,-1.3628299469999998,-2.1945618330000003,-2.40476712,-1.554123418,2.151791233,0.9562005370000001,1.198675819,-2.030213409,0.33602724100000003,-0.6599976320000001,-1.613286414,-0.578625796,-0.703585749,0.8112504220000001,-0.294006363,0.46793083,0.030362426,4.37,'0'
11334,54165,1.034164195,0.36008703,0.910667951,2.2833839030000003,0.043023807000000004,0.85795759,-0.32581632899999996,0.387574555,-0.8308628859999999,0.747741148,1.5880574090000001,0.709653147,-0.18598651,0.454099591,0.478355387,0.48041089200000003,-0.38262008200000003,-0.616454562,-1.483708,-0.199508275,0.012258171000000002,0.002537004,0.11962242199999999,-0.31513679,0.114723294,-0.08824260699999999,0.031886884,0.013931915,8.0,'0'
1824,117513,1.793324994,0.54174268,-2.051483224,3.137200712,2.635570313,4.349049374,-1.171792876,1.275963637,-0.47833778,0.09593468699999999,0.42133401,-0.7294480309999999,-0.11959566699999999,-3.26823949,0.5331367770000001,2.443131866,1.260779675,1.2914206670000001,-2.39393355,-0.08021063099999999,-0.142407125,-0.46806208200000005,0.328774172,0.371454619,-0.49442571700000004,-0.172272432,0.08587192699999999,0.043433150999999996,14.07,'0'
8330,142920,-3.4934011860000003,-3.587228731,0.9176389000000001,1.036722489,10.33395397,-4.04069769,-14.88712937,-4.605247748,1.675288699,0.829046473,0.742669197,2.634716261,-1.274287112,2.167286764,1.7326993309999998,-0.133227235,0.7333905490000001,-1.336191551,-1.63619219,0.166426242,-2.185538114,-1.786317884,-23.22201631,0.309983391,-4.93074976,-0.527102916,1.6355603980000002,0.80004168,880.18,'0'
7494,133430,-0.231486606,1.695094928,0.126016648,2.8233818960000003,1.336665751,-0.140756722,1.381133656,-0.250522007,-1.6939950769999998,1.1198118190000002,-1.054515434,-0.213534733,0.09193915300000001,0.0944807,-1.777837696,0.160378265,-0.511185132,-0.92136612,-1.689621703,-0.301825153,0.124481673,0.222366007,-0.039939951,1.0667406209999999,-0.058124144,-0.145645631,-0.430092698,0.002654616,4.53,'0'
539,136895,-0.679079958,0.42357897299999997,1.116682617,2.4453527090000002,1.7508682709999999,1.461929523,0.276591963,-0.097484327,-0.150608907,1.531725686,-0.77651614,0.168042907,0.780878988,-1.0138395040000001,-0.773855574,0.24145683,-0.767933382,-1.52402426,-3.67771175,-0.664451076,0.375410885,1.759396625,0.045184355999999995,-1.0097555740000002,-2.401098234,-0.42379855299999997,-0.288125199,-0.078421609,26.55,'0'
2813,23816,0.898614275,0.033896193,-0.083297005,1.256326169,0.5540913479999999,0.7023423329999999,0.155668232,0.196359736,1.160758531,-0.518258785,1.6063419509999999,-2.525492525,0.166046774,2.428011871,1.169787788,-1.53234065,1.822234493,-1.963373148,-2.149184768,-0.252496771,0.031510777999999996,0.278743283,-0.027336787,-0.7088033429999999,0.393031705,-0.23154465300000002,0.011632995,0.0055791009999999995,89.99,'0'
1254,78517,-2.277354728,-0.7228608409999999,1.005829992,-4.704105571,-0.119859101,0.9182099490000001,-0.9249812159999999,0.9379679340000001,0.741668373,-1.256897765,1.7217853730000001,1.7246768430000001,0.793490437,-0.047891872,1.4839231019999999,-2.291905495,0.21326219,0.45569882700000003,-2.6088038780000002,-1.248081907,-0.086084939,0.8456562809999999,0.49879706799999995,-1.3529775030000002,-0.10778943099999999,-0.949344416,0.073943435,-0.010828767,5.42,'0'
1433,53067,0.903675388,0.039533274,1.5393209669999999,2.578336967,-0.155657797,1.9956385369999998,-0.8759903379999999,0.7392670240000001,0.067449388,0.298465876,0.299326374,0.657867319,-0.076051557,-0.27606759399999997,0.760676648,-0.741018912,0.9072669870000001,-2.252652307,-2.518626799,-0.29735055899999996,0.058788125,0.460598302,0.207301782,-0.646639694,-0.062702837,0.064595982,0.11374991400000001,0.025342995,6.56,'0'
9815,130006,-1.504796087,2.427504264,-0.7260941740000001,2.7778776439999997,0.149208651,-0.038773378,-0.132779397,1.238806283,-1.6469650040000001,0.768274551,-1.926329404,-0.355341531,-0.540132884,1.02283537,-1.287866627,1.1982632340000001,-0.37254042600000004,-0.491948699,-1.554621531,-0.536273022,-0.077532623,-0.841140997,0.332900481,0.616866762,-0.384070552,-0.474014738,-0.686494886,-0.11111130699999999,0.86,'0'
1322,75620,-0.685531916,1.205875426,2.0593728,0.754212083,0.785790123,-0.670442489,1.333393728,-0.303811526,-1.129602948,-0.095322541,-0.68323639,-0.039952149,0.531015583,-0.275779698,-0.770832098,1.141406752,-1.425514608,-0.44027191,-2.5707806619999998,-0.164415927,-0.01529124,-0.030961352,-0.200311249,0.36584418700000004,0.029718947000000003,-0.44537671700000003,-0.114177961,-0.102080288,9.74,'0'
9693,110718,1.7608060330000002,-0.042776369,1.567063329,4.488184798,-0.925228827,1.435591639,-1.435890942,0.371352092,2.117463262,0.6146803829999999,-0.941888938,-1.472277092,2.9583949019999998,-0.187057385,-3.294197151,0.561966082,0.367535847,-0.030605362,-1.5611233519999999,-0.271958771,-0.042960455999999994,0.676235065,0.197388938,-0.028556686,-0.311810104,0.045194065,0.072864553,-0.022785014,3.79,'0'
1193,123441,-1.1635336090000001,0.059820553,0.723386926,1.447883654,1.8861478269999998,5.471493477999999,0.7096771959999999,1.312139144,-1.339007939,0.079255617,-0.805364208,-0.660070692,-0.133033151,-0.228744322,-0.453040199,1.6982523999999997,-1.464336235,0.18814007300000002,-2.646787001,0.499018119,0.28967966100000003,0.10501589300000001,0.6224218810000001,0.6001512410000001,-0.211032125,-0.25198689,0.049729105999999995,0.17336506399999999,306.87,'0'
4535,17892,-4.794658237,-4.76097136,2.390317908,0.40699446,5.377173357999999,-3.8730759569999997,-3.0086481739999997,0.631614511,1.142229604,-0.86499811,2.199961151,-1.9673346059999999,0.253385407,2.23681313,-0.9708617709999999,0.596341761,0.004461849,0.031213815,-1.9170407390000002,1.076958373,0.167218121,-1.1484133220000001,0.9390247979999999,0.071528434,0.397106064,-0.181391855,-0.266789629,0.139667609,16.0,'0'
1435,95603,-1.440317817,1.62501281,0.727442193,3.505075835,2.5864458630000002,0.882506883,0.839924612,0.325224699,-0.812578675,-0.903620833,1.089282723,-3.698536209,0.78283079,-0.981079453,-0.38844714700000005,0.496953828,3.22960105,-0.472443044,-2.517218625,-0.243214575,-0.501231007,-1.131524362,0.19020217600000003,-1.425965665,0.297355782,-0.070712452,-0.03243467,0.09098907,3.09,'0'
11479,47201,0.459432345,-0.847698957,-0.24478983199999998,1.270061034,0.37141276799999995,1.593348467,0.21572420899999997,0.46938654399999996,-0.170780856,-0.142985222,1.920782041,1.083093624,-0.806272553,0.7439523,0.47713121700000005,-1.3809881769999999,0.8808624209999999,-1.758306495,-1.477100223,0.251430278,0.30218673,0.471498221,-0.276409695,-0.9908183279999999,0.3710853,-0.178405305,0.019187731,0.037319474,288.52,'0'
676,41665,-1.827052892,0.9942684209999999,2.087970537,0.666501213,0.496257134,0.67343998,-0.002328707,0.93092945,-1.296412154,-0.410351862,1.0060553559999998,0.364402335,-0.6329875779999999,0.497127957,-0.557719796,1.219308372,-0.84932371,-0.24971341100000002,-3.152191106,-0.44316006,0.351184545,0.628137252,-0.35854302600000004,-0.30222499399999997,0.37899778,-0.11588203300000001,-0.20524556300000002,-0.071531017,10.65,'0'
7657,53768,-1.012048909,0.85398899,2.128622609,2.173495831,-0.17439241600000002,0.145918445,1.033702783,-0.143973676,-0.9160505870000001,-0.117487995,0.427286404,-0.421042598,0.019955986000000002,-1.452408526,0.984476652,0.8137565790000001,0.461891822,0.010788812,-1.6786864369999999,-0.037799577,-0.00467666,0.14669911,0.013000444,0.500264704,-0.48601044299999996,-0.196676098,-0.031100957999999998,-0.12055708,170.87,'0'
9857,165981,1.218337042,-0.8236115629999999,-0.46823457700000004,3.75533808,-0.141863086,1.143256335,-0.17743668,0.25626253600000004,-0.709011907,1.451833205,0.075318731,0.08151783,-0.097686837,0.208042442,-0.621298543,1.794770159,-1.475266669,0.8849043609999999,-1.5517908409999999,0.45019434700000005,0.41778557299999997,0.381023665,-0.109861001,0.324273923,-0.37709022600000003,-0.068110273,-0.06668335,0.020978472,343.97,'0'
131,152036,-4.320609215,3.199938707,-5.799736053999999,6.502330236000001,0.37847925299999996,-1.948246371,-2.167859505,-0.728206712,-1.9772383169999999,-3.473410704,4.569193751999999,-9.321152631,-1.5925176509999999,-14.26683628,0.46777660200000004,-4.066208555,-6.626968177,-1.437158419,-0.21540973800000002,-0.263686068,0.476660425,0.434278328,-0.136939918,-0.620071695,0.642530576,0.28071734800000003,-2.649106749,0.53364094,1.0,'1'
3963,89028,-0.069441691,1.125086123,1.734711951,2.92755763,0.270872319,0.40429319,0.46085254299999995,0.103295809,-1.167466609,0.63723041,-1.377519441,0.188315106,1.36363105,-0.668548309,-1.18202257,1.141620406,-1.1083694579999999,0.06422697299999999,-1.985208655,-0.113778332,0.33166683399999997,1.047818766,-0.08725852,0.062488576,-0.387620772,0.004739979,0.093012582,0.06756273,24.95,'0'
412,70270,-1.5125157580000002,1.133138588,-1.60105248,2.8134009680000003,-2.664503406,-0.31037109399999996,-1.5208951640000001,0.852995775,-1.496494506,-4.056292616,1.553755868,-2.7435513589999996,1.504540671,-5.4287884989999995,-0.016017123,-3.727187613,-3.9462995889999997,-1.6802864430000002,2.30361261,1.249585563,0.7298277559999999,0.485285915,0.567005413,0.323585692,0.040870854,0.8258135529999999,0.41448227200000004,0.267265082,318.11,'1'
11098,25904,1.019792391,0.353985052,0.566780728,2.304237449,0.215239906,0.7180032190000001,-0.102588931,0.299576391,-0.9666328040000001,0.7771499820000001,1.5413264,0.6151203679999999,-0.311961162,0.5843783020000001,0.330570676,0.27134272800000003,-0.29862321,-0.574730609,-1.4944065180000001,-0.173500463,0.17127751,0.44809054200000004,-0.038642857,-0.282915015,0.366136996,0.108017819,0.012000755,0.0074376730000000005,26.62,'0'
4369,142757,-2.563429901,1.7819125519999999,0.316441092,-1.071176555,0.22318422899999998,2.977821852,-2.045340674,-3.48142957,0.6943262790000001,-0.625701115,-0.638229284,0.459649841,-0.651994485,0.327613733,1.013418005,-0.795248152,1.196166925,-1.5288489140000001,-1.9344725369999998,-1.244432698,4.913646878,-0.33950537,0.508012801,-0.7155043170000001,-0.250779815,0.7748634990000001,0.535977451,0.12412971699999999,19.38,'0'
11411,122386,1.7968150790000001,0.9259830370000001,-1.8484965759999998,4.2090957289999995,1.069876048,-0.037889119,0.216769445,0.06412072,-0.973327018,0.25638263,0.86506951,-0.203208943,-0.502161667,-2.9254317910000003,-1.816659295,1.6987166830000002,1.613245999,1.3874288909999999,-1.480075951,-0.151074706,-0.042720957999999996,-0.015805088999999998,-0.039466762,-0.671268885,0.115548347,0.101957727,0.0031390040000000004,0.009322366,37.93,'0'
7705,81719,-3.6496095489999996,-3.1273749910000004,1.329830962,2.567096626,2.264578872,-2.303509323,-2.044909936,0.976414743,-0.7342305509999999,0.261434185,0.402556925,-0.35999649799999994,-2.133273207,1.162207796,-0.33701417100000003,1.468462456,-0.865891208,1.0585764990000002,-1.674892592,0.7308174940000001,0.7379124309999999,0.363747407,-0.000561913,0.495265435,-0.8152702009999999,-0.24894157100000003,0.10328030099999999,-0.5057179589999999,10.59,'0'
5776,34370,-2.17973301,2.322480691,0.832629865,1.7642870780000002,0.526827585,1.579664055,0.040892406,0.9980585829999999,-0.620540115,1.719058529,0.46812060899999997,0.539418264,0.7264862190000001,0.09271740199999999,1.760382189,-0.9199972559999999,0.8545979690000001,-2.299948576,-1.80708874,0.440803626,-0.184374865,-0.002633709,0.17766440600000002,-1.000484621,-0.5891680460000001,-0.147767385,0.17075809399999997,-0.134007124,5.52,'0'
3675,119874,1.829418917,0.20358108800000002,0.642272837,3.806374925,-0.482774208,0.6319779670000001,-0.84337111,0.313280734,-0.147914356,1.3588511319999999,-0.999634661,-0.276034653,-0.21602957399999997,-0.252772444,-0.044759053,1.428065868,-0.915067828,-0.021821822,-2.025891956,-0.287860057,0.075354706,0.226340165,0.429525644,1.016468773,-0.5823815379999999,-0.21972507300000002,0.029910924,-0.011276668,1.23,'0'
3729,47464,-1.162452209,0.7956721929999999,1.9533555130000002,1.6542160830000001,1.0690227079999999,-0.183500923,0.093182356,0.377642071,-1.362160763,-0.398246506,1.697259007,0.31060597,0.003634627,-1.194939877,-0.168914062,1.3266123109999999,0.157047906,0.729934692,-2.0175213569999997,0.023947942000000003,0.25846005899999996,0.502164191,-0.121907747,0.094907911,-0.078996085,-0.084584761,0.09306954,0.146177518,2.0,'0'
2443,76236,-1.215459593,0.8660868409999999,1.504749097,-0.507636121,-0.897122578,-0.263409697,0.563829565,0.308158421,-1.939320766,-0.152440198,-0.446517957,-0.030164962000000003,0.40628764,0.303855157,0.38802061299999996,-1.456708155,0.099477149,0.8282503059999999,-2.223669287,-0.6766124790000001,-0.136961349,-0.096678438,-0.155429094,0.36953508799999996,0.48840415600000003,-0.364181744,-0.14330038,-0.020612412,100.0,'0'
9841,81924,0.98671927,-0.9941581509999999,1.082336153,0.776795942,-1.482188504,0.23852063899999998,-0.9352738859999999,0.235288639,-0.17789531,0.65699586,-0.917250027,-0.591566822,-1.0405704470000001,-0.04453547,0.8403757759999999,-1.415001741,0.20817027300000002,1.12928764,-1.5526589080000002,-0.40540446799999996,-0.298893349,-0.568454522,0.023471286,-0.01108647,0.103344966,-0.37503745,0.075899194,0.058740809000000005,133.0,'0'
4456,113084,-0.294359129,1.157797607,1.743309281,2.9015476369999997,0.13703271,0.4687226,0.550996018,0.07462012700000001,-1.079656142,0.715416174,-1.430897316,-0.076047123,0.8826407359999999,-0.6004909270000001,-1.102507379,1.166412864,-1.081837852,0.060809061,-1.9254067540000002,-0.185515005,0.271914798,0.827728322,-0.086240192,0.044425005,-0.41075243899999997,-0.05143912900000001,-0.014175186999999999,0.070716935,50.58,'0'
4108,54562,-0.8519634690000001,1.190228943,1.390308202,1.112069103,1.290133492,0.347079821,1.018691658,0.283892105,-1.7764487130000002,0.09030699,1.211570103,-0.019447588000000002,-1.180813192,0.8021644790000001,-0.595533811,0.172480007,-0.39991480799999995,-0.7222383170000001,-1.966632224,-0.278092742,0.16717564699999998,0.329556181,-0.274167562,-0.312094957,0.250451662,-0.04563350099999999,0.033538314,0.067999714,1.0,'0'
3262,152260,-0.280752132,-0.493852521,0.942899743,-2.96645302,1.647655116,4.292595111,-0.868961929,1.045596154,-0.47924709,0.038748397000000004,-0.483728571,-0.519191839,0.21706047899999997,-0.661362883,0.7892408320000001,-0.5490549229999999,-1.037098872,1.6842177280000001,-2.085716808,-0.39781932700000006,-0.117591142,0.208935817,-0.078480745,0.696926315,-0.6471920999999999,0.49536445100000004,-0.001539588,-0.06858012299999999,11.66,'0'
1857,147737,1.663975965,-0.09927534199999999,0.277408709,3.4439307130000003,0.325863184,2.4754526269999997,-1.080208648,0.8081255340000001,-0.355274442,1.393298419,0.434921732,0.414576554,-0.077648201,-0.038371406000000004,-0.008734514,1.0704753679999999,-0.7359507040000001,-0.502349516,-2.383149354,-0.289931644,0.163999475,0.520589839,0.306364657,-1.695811845,-0.70725351,-0.058433507999999995,0.070938317,-0.042741514,33.94,'0'
1316,77348,-0.867613952,0.399971811,2.307767302,-1.404864009,-0.114898735,-0.423630622,0.303279966,0.036647228999999996,-1.323147788,-0.32625671,-1.2862522440000002,-0.21645696600000003,0.816009275,-0.39082101399999997,-0.050409554,-0.35983275299999995,-1.16201353,1.4629213730000001,-2.5726075059999998,-0.56660151,-0.39268787,-0.8049461720000001,-0.240922357,-0.19984078600000002,0.442245241,-0.7239104409999999,0.059378546,0.071508451,9.41,'0'
7707,119364,-0.49995634899999997,0.60481944,0.518799806,-1.011902811,0.675581188,-0.899933529,1.599638106,-0.386603205,0.086398059,-1.425671963,-0.742064638,-0.239430274,-0.05176163599999999,-1.5173729999999999,-0.7208153629999999,0.7780050279999999,-0.092414434,0.084311715,-1.674849807,0.039955372,0.000954089,0.050025859000000006,0.039163817999999996,-0.18946533399999999,-0.374536496,-0.068415577,-0.077982248,-0.021508185,104.9,'0'
3839,8653,0.509943881,-0.393276184,1.572239528,4.3670644119999995,-1.112085597,0.29196646600000004,-0.317602149,0.100353077,0.860105261,0.61578317,-0.011855852,-3.343591219,0.26950030199999997,1.478259004,-0.7841500709999999,1.1354391940000002,0.21942303300000002,0.44367894799999996,-2.0016731919999997,0.26991894,0.13055554,-0.038760443,-0.213419017,0.6263435820000001,0.14314769300000002,0.016181383,-0.05391057,0.08179687299999999,291.26,'0'
3528,92514,1.8899506990000001,0.5303842520000001,0.169283779,3.8489563110000002,0.22719219100000002,0.638077424,-0.48883578299999997,0.002728956,0.60213171,1.017481597,-0.16255871,-2.146943471,3.206374359,1.0511310329999999,-0.90378654,1.370973067,-0.504487776,0.303952979,-2.04693018,-0.18198397600000002,0.050367425,0.443314395,0.219207528,0.6040225370000001,-0.225426712,-0.07541872599999999,-0.015402983,-0.026938264,11.35,'0'
3250,30125,-1.957037616,-1.838487101,1.8189699369999999,-2.184597449,0.658842784,-1.7715521969999999,-0.164644926,-0.40224769299999996,0.078325319,0.591284079,-0.868858626,-0.300062712,0.06208353,-0.9836050129999999,-0.708423262,-1.011369142,-0.6934689279999999,0.7697503920000001,-2.0868836490000002,-0.058510217999999996,-0.49081641200000004,-0.566036894,0.130889313,0.423665735,-0.334889392,0.9190170059999999,0.001507721,0.036368965,89.9,'0'
